filename,predicted-label,actual-label,barretts,barretts-short-segment,bbps-0-1,bbps-2-3,cecum,dyed-lifted-polyps,dyed-resection-margins,esophagitis-a,esophagitis-b-d,hemorrhoids,ileum,impacted-stool,polyps,pylorus,retroflex-rectum,retroflex-stomach,ulcerative-colitis-grade-0-1,ulcerative-colitis-grade-1,ulcerative-colitis-grade-1-2,ulcerative-colitis-grade-2,ulcerative-colitis-grade-2-3,ulcerative-colitis-grade-3,z-line
f6c64961-b41c-4569-9a44-1deee095c095.jpg,z-line,barretts-short-segment,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991
fd091d93-f3bf-494d-bbee-5da2cc70989b.jpg,z-line,barretts-short-segment,0.039,0.31,0.0,0.001,0.0,0.0,0.0,0.307,0.016,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323
0013240d-bb50-4886-a616-e1995eb1a163.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01772699-a9fd-4009-b17d-7f03844e285e.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01eb45e2-0d2e-4fa2-bbd3-68d61163596b.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.565,0.375,0.0,0.0,0.001,0.0,0.001,0.006,0.001,0.02,0.001,0.0,0.005,0.001,0.002,0.01,0.003,0.003,0.006,0.001,0.0
0529f737-e5e7-4c50-9abc-335d795f3be6.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06c36bab-f80b-4967-bce6-3eced2949a5e.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
074996c5-b563-4905-bf24-6c03e79f4140.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.992,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
07d848b0-fc40-405f-8548-4219c2a44bd8.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0819d3ca-4951-4127-a06a-9d61bc43e0e1.jpg,ulcerative-colitis-grade-1,bbps-0-1,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.788,0.001,0.207,0.0,0.0,0.0
086d1b9c-cc6a-4671-b99f-6f2e42e5613f.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08ee0585-0ca9-4409-b6dc-82ea990c570a.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09f41560-c103-4d4e-95ff-78935549d1cc.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09f84b6f-f96b-4c23-86bb-eda1014efe52.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.994,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
0a556d06-e2be-4bc4-9916-7b0d8e34cfe3.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a5fd623-4609-4618-8849-c8f194239483.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0aee2ee2-923a-4766-8c4b-af98e0916115.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0cac092e-cf6c-451a-89db-2cd937a8c0c3.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0d8a5e7c-af15-4aa4-a543-4693562030d2.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0dbfe8ce-0ade-47bf-9eb0-145fc478c7ad.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0e4bf4ba-9a87-4636-bb9f-c05897773280.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0e7138e6-023a-474c-bcb5-7141eab77477.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fd240bc-50ff-4f55-a9a6-894147b638dc.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153a425-be58-4b36-bc6d-438f9631447e.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133ff1b9-3d3f-41d9-b944-5090e0fe4471.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140c88bf-3018-4310-8237-3ab06b616dbe.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.995,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446cba3-6937-4a84-8c72-5db9773912ed.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162f8f63-7a0e-468d-9548-5b0db5f5ecc8.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17e8e642-a744-460b-919e-88916b7ad804.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923c819-c2ba-4fac-a7a6-c6f88f27243d.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926db56-c596-4724-8f75-1ce371ab1e84.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194782b3-a316-4c51-af38-de57312db96c.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.56,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194ccf18-a9ae-4f4c-b3c8-71e44d135515.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195a0a5d-2b1b-4e3c-be52-77574ea4be7b.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19a834f5-683a-4221-8885-475f72dadde1.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a3d98e8-6854-430e-bfce-26883b43a149.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b9fd262-7361-4cca-b583-ab7ed7c28d5a.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cd1b168-efbb-4bc3-bbd8-e85a0582a145.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d94e069-ca57-403e-a667-797499f1e54c.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e2796bd-4d8c-45b9-a5fd-6af73779d41e.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1f612583-9d69-4665-8945-a0558955a789.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20b901be-12e2-4a06-8d3e-e115ee24acf6.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22be7fb2-1558-47f0-bf6a-026f83c959db.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318dfb9-2c6d-4174-b027-deb1f80755f7.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24757320-9ec9-477e-bd2e-d8008daddfbf.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253c28c0-315f-43d5-877f-3d315417e59d.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258df2e2-648a-403d-b2ec-988a0041761b.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25a428cd-07e3-4b0b-8108-48160cb0d705.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25c6a270-d897-4473-944b-bf168aea7d26.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25f331d0-54cf-42ef-b41c-cdd10d288800.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261d00bf-b0c4-41ac-8cfd-76dc7a05934b.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26baaba5-75da-4a35-acaa-fc8430951f78.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.987,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
28b86574-0331-4c07-9e36-75afd297b358.jpg,bbps-0-1,bbps-0-1,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2a8c3db1-85ba-4dc9-9fda-329752b5c1f7.jpg,bbps-0-1,bbps-0-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
